,Unnamed: 0,Unnamed: 0.1,X,Y,OBJECTID,METER_ID,VENDOR,PAY_POLICY,PRE_PAY,PARK_NO_PAY,GREEN_DOME,TOW_AWAY,STREET_CLEANING,DIR,BLK_NO,STREET,LOCK_,LOCK__,LONGITUDE,LATITUDE,TRAVEL_DIRECTION,FROM_INTERSECTION,TO_INTERSECTION,SPACE_NUMBER,NUMBEROFSPACES,METER_TYPE,HAS_SENSOR,G_DISTRICT,G_PASSPORT_ZONES,G_PM_ZONE,G_SUBZONE,G_ZONE,BASE_RATE,POLE_MOUNT,YOKE,HOUSING_TYPE,HOUSING_MANUFACTURER,SIDEWALKGE,COIN_SLOTLE,METER_CONDITION,PERMIT_RATE,INSTALLED_ON,PURCHASED_DATE,METER_STATE,SPACE_STATE,text
207,1335,4196,767126.8233,2951862.534,4197,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,CHAR,IPSWICH ST,1.0,,-71.08953299999997,42.347328999999995,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0ED,ED,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:IPSWICH ST
METER_TYPE：SINGLE-SPACE"
1894,815,5081,764121.8772,2952082.96,5082,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,COMM,BEACON ST,1.0,,-71.100645,42.347972999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FF,FF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
1122,545,1210,778911.0166,2953556.352,1211,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,THOM,SEAPORT BLVD,1.0,,-71.045908,42.351813,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BC,BC,0.25,,,,,,,,,1/1/2017 0:00,,ACTIVE,ACTIVE,"STREET:SEAPORT BLVD
METER_TYPE：SINGLE-SPACE"
1890,1750,344,778674.5912,2952367.7860000012,345,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SUMM,SUMMER ST,1.0,,-71.046806,42.348555,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:SUMMER ST
METER_TYPE：SINGLE-SPACE"
8,65,5289,755691.3445,2952858.066,5290,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,HARV,COMMONWEALTH AV,1.0,,-71.131819,42.350204,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0GC,GC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
1014,321,1558,775405.1342,2954588.9669999997,1559,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,SUMM,ARCH ST,1.0,,-71.058858,42.354696999999994,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,223.0,224.0,0BE,BE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:ARCH ST
METER_TYPE：SINGLE-SPACE"
1906,1795,4970,763919.2509999998,2950784.651,4971,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,PARK,BROOKLINE AV,1.0,,-71.101417,42.344413,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FE,FE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BROOKLINE AV
METER_TYPE：SINGLE-SPACE"
1060,1611,3044,771557.5241,2954136.083,3045,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,ARLI,COMMONWEALTH AV,1.0,,-71.073101,42.35350800000001,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DC,DC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
452,2,2133,771937.8399,2952252.438,2134,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,CHAN,BERKELEY ST,1.0,,-71.071729,42.348334,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CD,CD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BERKELEY ST
METER_TYPE：SINGLE-SPACE"
253,479,6575,764653.6147,2952542.083,6576,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,DEER,COMMONWEALTH AV,1.0,,-71.09867,42.349226,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KC,KC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
1327,1627,3630,769976.7946,2954133.692,3631,,IPS,08:00AM-06:00PM MON-FRI $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-FRI, 00:00AM-24:00AM SAT, 06:00PM-24:00AM MON-FRI",,,,E,MARL,DARTMOUTH ST,1.0,,-71.078949,42.353522999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DF,DF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:DARTMOUTH ST
METER_TYPE：SINGLE-SPACE"
896,799,4464,766755.3851,2949383.008,4465,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,SPEA,FORSYTH ST,1.0,,-71.090951,42.34053,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:FORSYTH ST
METER_TYPE：SINGLE-SPACE"
1733,1,2855,771403.6297,2952044.953,2856,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,COLU,CLARENDON ST,1.0,,-71.073709,42.347772,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:CLARENDON ST
METER_TYPE：SINGLE-SPACE"
880,1706,5186,764659.301,2951793.212,5187,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,DAVI,BROOKLINE AV,1.0,,-71.098662,42.347171,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FF,FF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BROOKLINE AV
METER_TYPE：SINGLE-SPACE"
1595,1019,3548,768152.8219,2952399.923,3549,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,NEWB,HEREFORD ST,1.0,,-71.085728,42.34879,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,517.0,,0DE,DE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HEREFORD ST
METER_TYPE：SINGLE-SPACE"
1888,1016,5414,756189.1913,2952440.0360000012,5415,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,BRAI,HARVARD AV,1.0,,-71.129984,42.349051,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0GD,GD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HARVARD AV
METER_TYPE：SINGLE-SPACE"
623,609,5803,773419.4656,2948750.485,5804,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,MALD,ALBANY ST,1.0,,-71.066314,42.338704,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0HA,HA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:ALBANY ST
METER_TYPE：SINGLE-SPACE"
345,1600,4215,767799.5332,2951557.111,4216,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,ST C,BELVIDERE ST,1.0,,-71.08705,42.346482,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0EE,EE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BELVIDERE ST
METER_TYPE：SINGLE-SPACE"
1702,143,5466,756647.4492,2952922.3430000013,5467,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,THOR,COMMONWEALTH AV,1.0,,-71.128281,42.350369,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0GD,GD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
262,32,4317,769548.0022,2950853.55,4318,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,ST B,W NEWTON ST,1.0,,-71.080595,42.344528000000004,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0EE,EE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:W NEWTON ST
METER_TYPE：SINGLE-SPACE"
1634,1681,4412,767804.4295,2949875.666,4413,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,HUNT,GAINSBOROUGH ST,1.0,,-71.087062,42.341868,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:GAINSBOROUGH ST
METER_TYPE：SINGLE-SPACE"
1321,732,6206,765250.623,2952856.1210000007,6207,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,DEER,BAY STATE RD,1.0,,-71.096456,42.35008,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KA,KA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BAY STATE RD
METER_TYPE：SINGLE-SPACE"
1438,911,5335,755316.7724,2952460.32,5336,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,GRIG,COMMONWEALTH AV,1.0,,-71.133211,42.349117,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0GC,GC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
150,1697,110,774604.4612,2958069.875,111,450520.0,Parkeon,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,VALE,PORTLAND ST V-C,1.0,,-71.06175400000002,42.364259999999994,,,,520.0,1.0,MULTI-SPACE STALL,NO,DISTRICT 0,,,0MS,MS,0.25,,,,,,,,,1/1/2017 0:00,,ACTIVE,ACTIVE,"STREET:PORTLAND ST V-C
METER_TYPE：MULTI-SPACE STALL"
472,817,2680,769982.9993,2949262.0530000012,2681,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,WORC,TREMONT ST,1.0,,-71.079015,42.340154999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,407.0,,0CG,CG,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:TREMONT ST
METER_TYPE：SINGLE-SPACE"
640,1560,349,779814.0154,2951460.61,350,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,SUMM,D STREET,1.0,,-71.042609,42.346049,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:D STREET
METER_TYPE：SINGLE-SPACE"
1982,871,3014,771609.8888,2952639.2739999997,3015,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BERK,STUART ST,1.0,,-71.072935,42.3494,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:STUART ST
METER_TYPE：SINGLE-SPACE"
1882,337,4031,766798.2449,2952114.232,4032,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,MASS,NEWBURY EXT,1.0,,-71.090744,42.348024,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0ED,ED,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:NEWBURY EXT
METER_TYPE：SINGLE-SPACE"
550,567,4480,766779.2393,2949200.909,4481,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,HEME,FORSYTH ST,1.0,,-71.090866,42.34003,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:FORSYTH ST
METER_TYPE：SINGLE-SPACE"
1779,1663,268,779821.5522,2951668.375,269,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1.0,,-71.04257700000002,42.346619,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:SUMMER ST
METER_TYPE：SINGLE-SPACE"
928,976,3071,771212.8752,2954354.84,3072,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,MARL,BERKELEY ST,1.0,,-71.074372,42.354113,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,468.0,,0DC,DC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BERKELEY ST
METER_TYPE：SINGLE-SPACE"
488,926,1559,775417.4885,2954604.337,1560,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,SUMM,ARCH ST,1.0,,-71.058812,42.354739,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BE,BE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:ARCH ST
METER_TYPE：SINGLE-SPACE"
1811,863,6438,766102.1807,2952107.9869999997,6439,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,CHAR,NEWBURY ST EXT,1.0,,-71.093319,42.348015999999994,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,822.0,,0KC,KC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:NEWBURY ST EXT
METER_TYPE：SINGLE-SPACE"
1171,1463,4628,764990.8331,2948505.4560000002,4629,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,HUNT,EVANS WY,1.0,,-71.097493,42.338145000000004,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FB,FB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:EVANS WY
METER_TYPE：SINGLE-SPACE"
146,654,2596,774186.9424,2950829.816,2597,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,ALBA,TRAVELER ST,1.0,,-71.063436,42.344398999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CF,CF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:TRAVELER ST
METER_TYPE：SINGLE-SPACE"
1704,1534,4640,765346.1927,2948714.13,4641,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,FENW,MUSEUM RD,1.0,,-71.096175,42.338713,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FB,FB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:MUSEUM RD
METER_TYPE：SINGLE-SPACE"
1928,1369,2476,773664.9122,2950988.227,2477,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,E BE,WASHINGTON ST,1.0,,-71.065364,42.344840999999995,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CF,CF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:WASHINGTON ST
METER_TYPE：SINGLE-SPACE"
402,819,4532,764318.7774,2948314.6139999996,4533,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,LONG,PALACE RD,1.0,,-71.099982,42.33763,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FB,FB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:PALACE RD
METER_TYPE：SINGLE-SPACE"
954,1689,6519,765944.6406,2952379.1,6520,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,KENM,COMMONWEALTH AV,1.0,,-71.093897,42.348762,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KC,KC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
1877,763,1317,776851.4374,2954550.939,1318,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,HIGH,PEARL ST,1.0,,-71.053508,42.354572,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:PEARL ST
METER_TYPE：SINGLE-SPACE"
659,513,4013,767168.2819,2952122.935,4014,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,MASS,NEWBURY EXT,1.0,,-71.089375,42.348043,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0ED,ED,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:NEWBURY EXT
METER_TYPE：SINGLE-SPACE"
1372,738,800,776740.6787,2962082.0289999996,801,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,TERR,FIRST AVENUE,1.0,,-71.053772,42.375239,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AG,AG,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:FIRST AVENUE
METER_TYPE：SINGLE-SPACE"
463,1013,4253,768084.9811,2951729.4110000012,4254,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,ST C,SCOTIA ST,1.0,,-71.085991,42.346951000000004,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0EE,EE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:SCOTIA ST
METER_TYPE：SINGLE-SPACE"
1349,75,865,777160.4892,2951132.397,866,,IPS,10:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-10:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,IRON,A STREET,1.0,,-71.052431,42.345187,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AH,AH,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:A STREET
METER_TYPE：SINGLE-SPACE"
186,1990,3671,769472.6447,2954030.262,3672,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,DART,BEACON ST,1.0,,-71.080816,42.353246,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DF,DF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
1147,102,3424,772968.2348,2955258.338,3425,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,CHAR,BEACON ST,1.0,,-71.067861,42.356567999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DD,DD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
1224,1269,6007,773171.0359,2948583.045,6008,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,ALBA,PLYMPTON ST,1.0,,-71.067236,42.338248,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0HC,HC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:PLYMPTON ST
METER_TYPE：SINGLE-SPACE"
608,286,3159,770732.6356,2954446.106,3160,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,CLAR,BEACON ST,1.0,,-71.07614699999998,42.35437,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DC,DC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
143,862,308,778857.0439,2952320.287,309,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1.0,,-71.046132,42.348422,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:SUMMER ST
METER_TYPE：SINGLE-SPACE"
751,1202,640,779145.2015,2952778.452,641,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,SEAP,EAST SERVICE RD,1.0,,-71.045057,42.349675,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,88.0,,0AF,AF,0.25,,,,,,,,,1/1/2017 0:00,,ACTIVE,ACTIVE,"STREET:EAST SERVICE RD
METER_TYPE：SINGLE-SPACE"
1534,1778,6467,765562.0935,2952102.139,6468,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,CHAR,NEWBURY ST EXT,1.0,,-71.09531700000002,42.348007,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KC,KC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:NEWBURY ST EXT
METER_TYPE：SINGLE-SPACE"
981,139,1557,775016.0572,2954139.439,1558,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,AV D,CHAUNCY ST,1.0,,-71.06030600000003,42.353469,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BE,BE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:CHAUNCY ST
METER_TYPE：SINGLE-SPACE"
197,855,3903,766862.2552,2953027.066,3904,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,MASS,BEACON ST,1.0,,-71.090491,42.350528000000004,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0EC,EC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
